measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1980,2.68897833461356,2.9920255985762902,2.4837628227232895
Deaths,Global,Both,Age-standardized,Pancreatic cancer,Rate,1980,5.587334142506817,5.92565994773151,5.25927678442691
Deaths,Global,Both,Age-standardized,Malignant skin melanoma,Rate,1980,0.7733729285061364,0.8497451707475351,0.7101735648017571
Deaths,Global,Both,Age-standardized,Non-melanoma skin cancer,Rate,1980,0.6925976538301748,0.7676707645950901,0.6213024023632265
Deaths,Global,Both,Age-standardized,Ovarian cancer,Rate,1980,2.7028246186193523,2.9918348913364334,2.476669498450337
Deaths,Global,Both,Age-standardized,Testicular cancer,Rate,1980,0.18543719808294212,0.21167658998236247,0.16354827118013193
Deaths,Global,Both,Age-standardized,Kidney cancer,Rate,1980,1.928472912419736,2.074337686689111,1.7843633810332267
Deaths,Global,Both,Age-standardized,Bladder cancer,Rate,1980,3.514342327964732,3.857599956824636,3.274907951420929
Deaths,Global,Both,Age-standardized,Brain and central nervous system cancer,Rate,1980,3.0640564145397904,3.516904831784923,2.6871198726619623
Deaths,Global,Both,Age-standardized,Thyroid cancer,Rate,1980,0.6428606746703651,0.7182873416507204,0.5618496531066728
Deaths,Global,Both,Age-standardized,Mesothelioma,Rate,1980,0.37655950864335475,0.4273346122368457,0.33231822439483627
Deaths,Global,Both,Age-standardized,Hodgkin lymphoma,Rate,1980,0.810403317961361,0.9437695253761715,0.6420889343995478
Deaths,Global,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1980,3.164842523995804,3.4702320208504718,2.8555564246021525
Deaths,Global,Both,Age-standardized,Multiple myeloma,Rate,1980,1.2043474594187422,1.289391253995242,1.1218407536953683
Deaths,Global,Both,Age-standardized,Leukemia,Rate,1980,6.263910456408823,6.9214432686477245,5.469816361166263
Deaths,Global,Both,Age-standardized,Other malignant neoplasms,Rate,1980,3.8427835399938717,4.430943722160724,3.3677156131645303
Deaths,Global,Both,Age-standardized,Other neoplasms,Rate,1980,1.301836935297109,1.4856030718788031,1.1550395286123165
Deaths,Global,Both,Age-standardized,Esophageal cancer,Rate,1980,9.29435261822495,10.74953052446189,7.997304534256775
Deaths,Global,Both,Age-standardized,Stomach cancer,Rate,1980,26.198218263119085,30.450935902438562,22.510936275703024
Deaths,Global,Both,Age-standardized,Liver cancer,Rate,1980,7.545053313041892,9.254639394681726,5.967080305485052
Deaths,Global,Both,Age-standardized,Larynx cancer,Rate,1980,2.0037416809066477,2.267662831639687,1.7877396778031378
Deaths,Global,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1980,25.56123946372292,28.57814753854272,23.937234438891085
